,Feature 1,Feature 2
922,1.27462118,0.128120343
923,0.337530227,-0.391101173
924,-0.13525676,-1.199819994
925,1.760980999,0.272959001
926,-0.640844757,1.104250925
927,1.075552975,0.688619229
928,0.51454258,-0.340661395
929,-0.967723798,1.256822104
930,2.548770798,-0.01776961
931,2.230940312,0.526087573
932,-1.107410862,-1.420852009
933,0.739625379,0.464633474
934,-0.74037886,0.527136171
935,-0.315096786,-0.858552027
936,-0.466094543,0.160816729
937,0.892319741,1.19955871
938,-0.856313467,0.151482874
939,-1.010138899,-0.073288112
940,-0.629534064,1.606978954
941,1.97418757,1.034879609
942,0.952831951,-0.801131856
943,-0.43668674,-0.652293244
944,-0.791842515,-0.109092004
945,0.12488919,-0.825713554
946,-0.793539119,-0.546043025
947,0.535467363,-0.529717882
948,1.656922619,1.052385166
949,-0.828602269,-1.119193133
950,-0.842740635,0.139035687
951,-0.81785711,-0.842448187
952,1.31703628,0.196587618
953,-0.10867663,0.375343477
954,1.854859754,-1.218671426
955,-1.048595256,-1.007923489
956,3.095642827,-0.95768263
957,0.150903785,1.021182763
958,-0.544703863,-0.598722761
959,-1.084223941,-1.42536862
960,-0.989214116,-0.989743094
961,2.548205263,-0.685209548
962,-1.109107466,-1.481728121
963,-0.049295489,0.473884112
964,0.189925677,-0.484908217
965,1.432405354,0.371924703
966,-0.80089107,-1.236043907
967,-0.557145626,0.089948185
968,0.662147129,-0.529604388
969,1.167735127,0.504817863
970,0.798440985,0.191766119
971,1.857121893,0.986897492
972,-0.596733053,-1.13077442
973,0.433105587,-0.034466885
974,-1.080265198,-1.460058424
975,1.486131148,-0.412962228
976,-0.42820372,-0.912652947
977,-0.651024381,-0.305874277
978,0.224988827,-1.012320995
979,1.841852457,0.186916643
980,1.925551588,0.999531235
981,0.420098289,0.874300643
982,-0.363167233,1.399555302
983,1.476517058,1.072745517
984,0.830110927,-0.341811317
985,-0.356380817,-1.282765664
986,0.235733986,-0.092560781
987,0.457989112,-0.844351005
988,-0.27211615,0.605930583
989,1.955524926,0.649543503
990,0.063811445,2.176744511
991,-0.352422074,0.828397922
992,0.357323941,-0.23923558
993,-0.293040933,0.772150397
994,-0.075875619,-0.079551772
995,-0.584856825,-0.149762001
996,-0.648196708,-1.024870592
997,-1.114197278,-1.448379164
998,1.063676747,1.273210418
